"age","job","marital","education","balance","duration","campaign","subscribed"
32,"technician","single","tertiary",930,85,7,"no"
27,"management","single","tertiary",0,323,4,"no"
58,"blue-collar","married","primary",73,116,1,"no"
46,"retired","married","primary",-35,304,3,"no"
28,"management","single","tertiary",1351,267,1,"no"
39,"services","married","primary",1601,201,2,"no"
41,"services","married",NA,88,105,1,"no"
38,"services","married","secondary",435,193,2,"no"
50,"unemployed","divorced","secondary",717,113,1,"no"
56,"services","married","secondary",705,151,2,"no"
34,"technician","married","secondary",1553,200,2,"no"
33,"blue-collar","divorced","secondary",-131,145,1,"no"
61,"technician","married","secondary",1191,214,4,"yes"
36,"admin.","single","secondary",47,36,6,"no"
34,"technician","married","tertiary",544,58,2,"no"
36,"blue-collar","married","secondary",688,174,2,"no"
45,"management","married","tertiary",242,587,1,"yes"
27,"student","single","tertiary",118,112,1,"no"
45,"admin.","married","secondary",-388,175,2,"no"
40,"self-employed","married","tertiary",1603,279,1,"no"
36,"management","single","secondary",1511,270,1,"yes"
46,"blue-collar","married","primary",147,116,2,"no"
37,"entrepreneur","married","tertiary",836,129,2,"no"
36,"technician","married","secondary",55,38,2,"no"
37,"admin.","married","secondary",1123,138,1,"no"
22,"student","single","tertiary",691,338,1,"yes"
51,"services","married","secondary",0,565,3,"no"
49,"technician","married","secondary",12531,77,8,"no"
35,"management","married","tertiary",552,314,2,"no"
50,"housemaid","married","primary",0,179,2,"no"
31,"services","married","tertiary",309,294,1,"no"
47,"services","single","secondary",33,298,1,"no"
59,"blue-collar","married","secondary",681,427,2,"no"
32,"blue-collar","married","secondary",1787,87,4,"no"
71,"retired","married","tertiary",14220,397,1,"yes"
31,"management","single","tertiary",12569,344,1,"yes"
41,"blue-collar","married","primary",4,74,5,"no"
35,"blue-collar","married","primary",3587,148,4,"no"
36,"management","married","tertiary",254,161,3,"no"
46,"blue-collar","divorced","primary",1712,110,1,"no"
46,"blue-collar","married","secondary",4855,1529,1,"no"
47,"technician","married","tertiary",2408,236,1,"no"
35,"management","single","tertiary",252,89,2,"no"
37,"blue-collar","married","secondary",346,390,1,"no"
56,"admin.","married","secondary",45,1467,1,"yes"
46,"admin.","married","secondary",556,646,3,"yes"
44,"management","divorced","tertiary",-710,183,1,"no"
48,"technician","single","tertiary",-551,168,2,"no"
28,"blue-collar","single","secondary",56,66,1,"no"
38,"entrepreneur","married","tertiary",1514,160,3,"no"
34,"management","single","tertiary",178,14,2,"no"
56,"technician","married","secondary",359,220,4,"no"
55,"retired","divorced","secondary",1580,1007,1,"yes"
44,"blue-collar","divorced","secondary",221,149,13,"no"
38,"technician","married","tertiary",1161,665,1,"no"
53,"retired","married","secondary",1278,174,3,"no"
41,"admin.","single","tertiary",982,105,1,"no"
34,"technician","single","secondary",16,990,1,"yes"
34,"management","single","tertiary",1,582,1,"no"
35,"services","married","secondary",128,136,1,"no"
38,"entrepreneur","single","secondary",2543,223,1,"yes"
42,"entrepreneur","married","tertiary",42045,205,2,"no"
56,"blue-collar","married","primary",828,214,1,"no"
37,"management","divorced","tertiary",0,217,6,"no"
47,"housemaid","married","secondary",3940,171,2,"no"
29,"blue-collar","married","secondary",125,50,1,"no"
41,"management","married","tertiary",140,65,3,"no"
43,"technician","single","secondary",593,55,1,"no"
38,"self-employed","married","secondary",746,256,3,"no"
31,"technician","married","secondary",589,151,1,"no"
32,"management","single","tertiary",2343,226,1,"no"
40,"management","married","tertiary",294,97,5,"no"
45,"admin.","married","secondary",644,92,1,"no"
43,"management","married","secondary",-26,343,1,"no"
27,"services","single","secondary",3354,493,5,"no"
33,"management","single","tertiary",23,216,3,"no"
37,"admin.","married","secondary",7,224,7,"no"
60,"admin.","married","secondary",3735,190,1,"yes"
51,"self-employed","married",NA,2094,458,6,"yes"
44,"blue-collar","married","secondary",508,222,1,"no"
48,"management","married",NA,0,612,1,"no"
57,"blue-collar","married","primary",93,137,1,"no"
29,"technician","single","tertiary",0,104,2,"no"
50,"services","married","secondary",26394,206,4,"no"
36,"services","married","secondary",-11,172,28,"no"
49,"technician","married","tertiary",523,152,2,"yes"
49,"technician","married","secondary",-74,114,1,"no"
35,"management","married","tertiary",0,89,1,"no"
39,"technician","single","secondary",122,158,1,"no"
34,"blue-collar","married","primary",351,326,11,"no"
57,"self-employed","married","secondary",35,215,3,"no"
37,"technician","divorced","secondary",2610,53,1,"no"
25,"services","single","secondary",64,71,11,"no"
43,"blue-collar","married","primary",60,487,2,"no"
37,"blue-collar","married","secondary",342,340,2,"no"
36,"blue-collar","single","tertiary",1830,183,1,"no"
49,"management","divorced","tertiary",1904,131,2,"no"
38,"management","single","tertiary",16957,208,1,"no"
39,"management","divorced","tertiary",26,311,5,"no"
40,"management","married","tertiary",0,147,1,"yes"
34,"admin.","married","secondary",79,83,1,"no"
39,"blue-collar","married","primary",2303,775,3,"yes"
53,"blue-collar","married","secondary",65,25,18,"no"
44,"management","married","tertiary",332,497,5,"no"
32,"technician","divorced","secondary",-399,180,1,"no"
50,"technician","divorced","secondary",-54,698,2,"yes"
29,"services","married","primary",-102,134,1,"no"
55,"unemployed","married","tertiary",4809,223,2,"no"
73,"retired","married","primary",279,399,3,"yes"
52,"technician","married","secondary",11,420,1,"no"
49,"services","married","secondary",2201,233,3,"no"
63,"retired","married","primary",8044,702,1,"no"
34,"admin.","married","secondary",2374,161,1,"yes"
32,"admin.","single","secondary",92,110,1,"no"
49,"housemaid","married","tertiary",443,27,6,"no"
40,"blue-collar","married","primary",1397,58,2,"no"
53,"entrepreneur","married",NA,7,68,1,"no"
53,"technician","married","tertiary",3177,92,2,"no"
43,"blue-collar","married","primary",232,45,1,"no"
35,"management","single","secondary",81,79,1,"no"
35,"services","single","secondary",414,11,5,"no"
25,"student","single","tertiary",1433,520,1,"no"
31,"technician","single",NA,187,86,1,"no"
48,"management","married","tertiary",0,16,16,"no"
40,"housemaid","married","secondary",4610,154,2,"no"
46,"blue-collar","married","primary",1429,91,1,"no"
30,"services","single","secondary",334,389,2,"no"
47,"services","married","secondary",2,71,15,"no"
23,"services","single","secondary",500,111,3,"no"
29,"technician","married","tertiary",43,68,2,"no"
38,"technician","married","secondary",4030,75,2,"no"
56,"housemaid","married","primary",306,212,1,"no"
52,"admin.","married","secondary",0,91,2,"no"
55,"retired","married","secondary",168,79,2,"no"
43,"entrepreneur","married","tertiary",210,646,2,"no"
34,"blue-collar","married","secondary",518,206,1,"no"
43,"management","single","tertiary",1696,257,1,"yes"
55,"services","married","secondary",-31,81,2,"no"
34,"blue-collar","married","secondary",856,470,1,"no"
34,"management","single","tertiary",318,133,2,"no"
43,"self-employed","married","tertiary",64,230,2,"no"
39,"blue-collar","married","primary",800,76,6,"no"
39,"technician","single",NA,75,26,1,"no"
34,"technician","single","secondary",347,154,2,"no"
55,"management","married","tertiary",2366,94,4,"no"
67,"retired","married","tertiary",701,254,2,"yes"
34,"entrepreneur","married","tertiary",475,1156,1,"no"
47,"blue-collar","married","secondary",3285,248,5,"no"
33,"blue-collar","married","primary",925,884,3,"no"
45,"entrepreneur","married","secondary",128,275,2,"no"
36,"blue-collar","married","secondary",1587,200,2,"no"
59,"technician","divorced","secondary",879,228,1,"no"
33,"services","married","secondary",478,475,2,"yes"
52,"technician","divorced","secondary",280,393,5,"no"
53,"blue-collar","married","primary",1868,156,4,"no"
41,"unemployed","married","primary",819,244,3,"no"
45,"blue-collar","married","secondary",4646,118,1,"no"
60,"self-employed","single","secondary",27,40,2,"no"
32,"blue-collar","married","secondary",736,700,3,"no"
28,"management","single","tertiary",224,97,3,"no"
31,"technician","single","secondary",2544,252,1,"yes"
53,"blue-collar","married","secondary",427,360,4,"no"
58,"management","married","tertiary",2764,235,1,"no"
38,"blue-collar","married","secondary",376,1521,1,"no"
46,"management","married","tertiary",523,105,4,"no"
53,"entrepreneur","married","tertiary",71,86,1,"no"
56,"retired","married","secondary",3948,484,1,"no"
52,"services","single","secondary",1810,117,1,"no"
38,"technician","married","secondary",994,119,1,"no"
37,"services","married","primary",52,359,1,"no"
37,"blue-collar","married","primary",11,109,8,"no"
37,"technician","married","secondary",0,236,1,"no"
66,"retired","married","primary",747,203,3,"no"
44,"blue-collar","married","primary",2657,202,2,"no"
61,"retired","married","secondary",313,42,1,"no"
34,"admin.","married","secondary",61,21,1,"no"
33,"admin.","single","secondary",2557,186,1,"no"
30,"services","divorced","secondary",0,172,1,"no"
27,"services","divorced","secondary",10,527,1,"no"
37,"services","married","secondary",658,175,1,"no"
38,"blue-collar","married","primary",1679,21,18,"no"
35,"management","single","tertiary",0,370,4,"no"
50,"technician","married","secondary",841,54,2,"no"
39,"management","married","secondary",0,63,3,"no"
35,"management","married","secondary",1160,116,3,"no"
36,"admin.","divorced","secondary",-37,151,1,"no"
28,"services","single","secondary",94,300,1,"no"
39,"self-employed","married","tertiary",585,48,1,"no"
39,"self-employed","married","secondary",235,217,1,"no"
30,"blue-collar","single","secondary",2145,727,2,"yes"
32,"services","married","secondary",1464,193,1,"no"
28,"technician","married","secondary",232,72,1,"no"
47,"technician","married","primary",187,165,1,"no"
53,"management","married","tertiary",12,345,10,"no"
57,"blue-collar","married","primary",318,206,2,"no"
47,"services","married","secondary",405,994,2,"yes"
56,"management","married","tertiary",334,127,2,"no"
38,"admin.","married","primary",0,29,32,"no"
52,"blue-collar","married","primary",2,70,3,"no"
46,"technician","married","secondary",966,40,2,"no"
57,"blue-collar","married","primary",195,185,4,"no"
42,"blue-collar","divorced",NA,0,64,2,"no"
57,"unemployed","married","secondary",0,97,1,"no"
51,"housemaid","married","secondary",260,316,5,"no"
53,"self-employed","married","tertiary",451,125,1,"no"
37,"blue-collar","married","primary",3242,233,1,"no"
47,"self-employed","divorced","secondary",8515,14,7,"no"
48,"management","married","tertiary",1808,245,1,"yes"
39,"blue-collar","married","primary",20,109,1,"no"
42,"blue-collar","married","secondary",3068,429,2,"no"
36,"management","married","tertiary",23,133,11,"no"
34,"technician","single","secondary",1076,70,2,"no"
61,"retired","married","primary",1060,118,1,"no"
32,"admin.","single","secondary",678,1579,1,"yes"
35,"blue-collar","single","primary",1147,29,1,"no"
54,"blue-collar","married","secondary",-630,173,1,"no"
31,"management","married","tertiary",459,13,14,"no"
45,"technician","divorced","secondary",976,183,1,"no"
32,"housemaid","married","tertiary",357,175,2,"no"
52,"unemployed","married","secondary",-9,123,1,"no"
36,"admin.","single","secondary",1927,288,1,"no"
31,"services","married","secondary",500,19,18,"no"
53,"technician","married","secondary",9146,136,4,"no"
43,"entrepreneur","married","secondary",59,437,2,"no"
47,"housemaid","married","primary",0,1225,2,"no"
46,"blue-collar","married","primary",328,526,8,"no"
34,"management","divorced","secondary",291,91,2,"no"
55,"technician","single","tertiary",-703,123,3,"no"
23,"admin.","single","secondary",589,62,1,"no"
75,"blue-collar","married","secondary",6053,865,2,"no"
58,"admin.","married","secondary",1142,82,3,"no"
35,"admin.","married","secondary",725,219,7,"no"
27,"management","married","tertiary",802,569,1,"yes"
24,"technician","married","secondary",556,460,2,"yes"
48,"admin.","married","secondary",191,238,3,"no"
31,"technician","single","secondary",373,346,5,"no"
57,"technician","married","secondary",6164,161,2,"no"
53,"management","married","tertiary",37,51,9,"no"
42,"blue-collar","married","primary",1156,37,1,"no"
50,"entrepreneur","married","secondary",806,141,8,"no"
59,"admin.","married","secondary",2381,173,2,"no"
38,"services","married","secondary",-314,66,2,"no"
39,"blue-collar","married","secondary",285,209,1,"no"
28,"blue-collar","single","primary",1199,1011,20,"no"
55,"management","divorced","tertiary",481,147,2,"no"
33,"technician","single","tertiary",137,88,4,"no"
36,"blue-collar","single","secondary",168,52,1,"no"
38,"admin.","divorced","secondary",156,544,3,"no"
28,"admin.","single","secondary",4745,360,1,"yes"
32,"management","single","tertiary",11797,95,2,"no"
35,"admin.","married","secondary",786,322,1,"no"
58,"technician","married","primary",4015,106,3,"no"
30,"services","married","secondary",0,20,1,"no"
33,"blue-collar","married","secondary",331,178,7,"no"
36,"blue-collar","married","secondary",1554,325,4,"no"
32,"services","married","secondary",132,343,2,"no"
34,"management","single","tertiary",5086,213,4,"yes"
42,"admin.","married","secondary",529,193,3,"no"
41,"management","married","tertiary",4824,168,7,"no"
63,"retired","married","secondary",474,423,1,"yes"
38,"admin.","divorced","tertiary",86,218,1,"no"
54,"blue-collar","married","primary",2281,158,1,"no"
39,"services","married","secondary",186,433,1,"no"
46,"blue-collar","married","secondary",137,252,3,"no"
37,"technician","married","tertiary",6968,175,1,"no"
76,"retired","divorced","primary",86,192,1,"no"
28,"management","single",NA,81,158,1,"no"
33,"services","married","primary",6904,114,2,"no"
46,"self-employed","married","tertiary",137,246,1,"no"
30,"student","single","secondary",25,44,1,"no"
60,"management","married","tertiary",759,136,2,"no"
56,"housemaid","married","tertiary",1922,247,2,"no"
24,"student","single",NA,3298,227,1,"no"
58,"retired","married","secondary",764,219,4,"no"
79,"retired","married","primary",8556,326,2,"yes"
32,"blue-collar","married","secondary",3514,226,2,"no"
33,"services","married","primary",0,351,2,"no"
77,"retired","married","primary",680,341,4,"no"
60,"housemaid","married","primary",0,124,1,"no"
54,"management","married","tertiary",2819,123,3,"no"
30,"blue-collar","married","primary",-518,244,6,"no"
50,"services","married","secondary",60,151,8,"no"
50,"management","married","secondary",732,736,7,"no"
