"color","quality","alcohol","residual_sugar","density","pH"
"white",7,9.6,1.5,0.9938,3.25
"white",6,9.6,1.5,0.9938,3.25
"white",5,8.7,12.9,0.99806,3.29
"white",5,10.3,3.9,0.9961,3.54
"white",5,9.1,17.75,1.00016,2.98
"white",6,11.8,4.9,0.9916,3.17
"white",6,11.9,1.6,0.99116,3.15
"white",6,10.3,1.4,0.99319,3.66
"white",4,10,2,0.99517,3.09
"white",4,10.2,2,0.99514,3.1
"white",6,10,8.2,0.99566,3.12
"white",6,12.7,2.1,0.99166,2.96
"white",5,9.6,1.8,0.99587,3.04
"white",5,9.5,8.5,0.99558,3.16
"white",6,12.7,4.45,0.99117,3.17
"white",6,11,5.8,0.99399,3.34
"white",5,9.1,13,0.99741,3.1
"white",4,10.2,2.7,0.99405,3.35
"white",6,10.1,7.3,0.99622,3.38
"white",6,9.2,19.1,1.00051,3.05
"white",4,NA,8.8,0.99803,3.47
"white",4,10.2,2.7,0.99405,3.35
"white",4,9.2,7.4,0.99773,3.53
"white",5,10,2.3,0.99397,2.98
"white",6,10.1,6.85,0.99622,3.38
"white",5,9,11.4,0.99713,3.15
"white",5,9.5,0.9,0.99274,3.16
"white",5,9.1,19.35,1.00118,3.39
"white",7,13.3,7.9,0.99176,3.05
"white",5,9.5,11.75,0.9969,3.26
"white",5,9.2,7.7,0.99771,3.56
"white",6,10.1,3,0.99411,3.36
"white",5,9.2,7.7,0.99771,3.56
"white",6,10.1,3,0.99411,3.36
"white",6,11.2,1.5,0.99194,3.27
"white",6,9.8,7.5,0.99558,3.14
"white",6,11.2,1.5,0.99194,3.27
"white",6,9.8,7.5,0.99558,3.14
"white",5,9.4,8.3,0.99577,3.22
"white",5,9,7.05,0.99564,3.23
"white",5,9.4,8.4,0.99578,3.21
"white",6,8.9,13.9,0.99888,3.11
"white",6,9.1,17.5,1.00014,3.02
"white",4,9.8,5.6,0.99441,3.17
"white",5,9.4,9.4,0.99594,3.17
"white",6,10,4.8,0.99437,3.13
"white",5,9.4,9.4,0.99594,3.17
"white",6,9.9,9.7,0.9979,3.48
"white",5,10,6.3,0.99434,3.14
"white",6,11.5,1.6,0.99203,3.17
"white",5,9.2,14.6,0.998,3
"white",5,10,2.5,0.99316,3.15
"white",5,9.2,14.6,0.998,3
"white",5,10,2.6,0.99314,3.15
"white",5,10,2.5,0.99316,3.15
"white",6,9.8,8.2,0.99612,3.43
"white",6,10.5,1.5,0.99295,3.36
"white",6,10.6,2.3,0.99394,3.45
"white",5,9.4,10,0.99642,3.28
"white",5,9.4,10,0.99642,3.28
"white",7,11,1.6,0.99248,3.38
"white",6,10.8,1.6,0.99268,3.53
"white",5,9,16,0.99954,3.3
"white",6,9.6,10.4,0.99692,3.07
"white",6,10.6,7.4,0.99592,3.19
"white",6,10.6,7.4,0.99592,3.19
"white",6,9.6,10.4,0.99692,3.07
"white",5,9.2,16.05,0.99822,3.08
"white",5,9.2,16.05,0.99822,3.08
"white",5,9.5,2.6,0.99402,2.89
"white",5,9.5,2.5,0.99404,2.89
"white",7,10.3,10.8,0.99787,3.47
"white",5,8.8,1.2,0.99347,3.08
"white",5,8.7,12.1,0.99838,2.98
"white",5,8.7,11.95,0.99839,2.98
"white",6,10.2,1.7,0.99375,3.2
"white",6,10.1,0.8,0.99155,3.25
"white",5,9.5,1.4,0.9936,3.21
"white",5,9.5,1.3,0.99434,3.1
"white",7,11.6,6.3,0.9922,3.54
"white",6,10.7,10.3,0.99571,3.13
"white",6,10.1,15.55,0.99658,3.11
"white",7,11.1,1.5,0.99076,3.32
"white",5,9.8,1.5,0.99496,3.22
"white",6,9,1.4,0.9937,3.08
"white",7,11.1,1.5,0.99076,3.32
"white",6,9.5,7.9,0.99542,3.19
"white",6,9.4,13,0.99825,3.37
"white",5,10.2,1,0.99289,3.24
"white",6,9.8,4.85,0.99432,3.1
"white",6,9.5,7.1,0.99523,3.19
"white",6,9.5,7.9,0.99542,3.19
"white",5,9,7.5,0.9959,3.17
"white",6,10.1,7.6,0.99543,3.1
"white",5,8.8,10.3,0.99662,3.02
"white",6,11.9,1.7,0.99088,2.97
"white",6,11.9,1.7,0.99088,2.97
"white",6,9.3,19.95,0.99922,3.19
"white",6,10,7.7,0.9966,3.33
"white",5,9.5,5.3,0.99466,3.21
"white",6,9.3,19.95,0.99922,3.19
"white",4,9.7,12.7,0.99836,3.16
"white",4,9.7,12.7,0.99836,3.16
"white",5,10.2,1.5,0.99238,3.19
"white",5,10.8,11.3,0.99645,3.11
"white",5,8.8,18.1,1,3.27
"white",5,8.8,18.1,1,3.27
"white",6,11.4,7,0.99376,3.32
"white",5,8.8,18.1,1,3.27
"white",5,9.8,6.4,0.99513,3.14
"white",4,9.4,1.4,0.99556,3.17
"white",4,9.4,1.4,0.99556,3.17
"white",6,9.4,3.1,0.99543,3.21
"white",6,9.4,14.1,0.99886,3.2
"white",6,9.7,7.7,0.99526,3.22
"white",7,12.3,5.2,0.99166,3.35
"white",6,9.8,11.6,0.99691,3.33
"white",5,9,10.4,0.99732,3.12
"white",6,9.2,7.5,0.99573,3.26
"white",6,9.4,11.2,0.99656,3.19
"white",6,9.9,0.8,0.99112,3.28
"white",5,9.8,1.4,0.99214,3.07
"white",7,12.3,4.7,0.99165,3.36
"white",7,11.9,3.1,0.99004,3.02
"white",6,10.2,4,0.99463,3.27
"white",6,9.5,11.3,0.99683,3.14
"white",7,11.9,3.1,0.99004,3.02
"white",5,9.2,8.1,0.99596,3.24
"white",5,9.7,14.8,0.99898,3.18
"white",7,11.5,1.4,0.99114,3.36
"white",8,10.4,8.1,0.99508,3.17
"white",5,11.6,3.5,0.99306,3.22
"white",5,9.7,14.8,0.99898,3.18
"white",8,10.4,8.1,0.99508,3.17
"white",7,11.5,1.4,0.99114,3.36
"white",6,10.2,1.5,0.99342,3.27
"white",6,9.8,1.5,0.99345,3.38
"white",5,9,12.8,0.99772,3.24
"white",6,10.5,1.6,0.99239,3.38
"white",4,9.4,7.1,0.99502,3.16
"white",4,9.4,7.1,0.99502,3.16
"white",5,10.8,11.2,0.99479,3.21
"white",7,10.7,1.7,0.99207,3.17
"white",6,10.6,6.7,0.99497,3.08
"white",6,9.2,17.3,0.99828,3.15
"white",6,9.5,8.6,0.99542,3.28
"white",6,9.5,8.6,0.99542,3.28
"white",5,10,1.5,0.99228,3.41
"white",5,10.6,12.1,0.99706,3.13
"white",6,10.6,6.7,0.99497,3.08
"white",5,10.6,10.7,0.99669,3.13
"white",6,9.2,17.3,0.99828,3.15
"white",6,11,1.8,0.99269,3.24
"white",6,11.2,1.4,0.99196,3.25
"white",5,9.6,7.5,0.99662,3.32
"white",5,9.4,4.8,0.99475,3.21
"white",6,9.5,7.1,0.99544,3.2
"white",5,9.3,16.9,0.99944,3.09
"white",5,9.4,4.8,0.99475,3.21
"white",6,9.5,7.1,0.99544,3.2
"white",5,9.4,11.3,0.9966,3.07
"white",7,11.2,1.1,0.99066,3.13
"white",7,11.2,1.2,0.9907,3.14
"white",7,11.2,1.1,0.99066,3.13
"white",5,8.8,12.9,0.998,3
"white",7,11.2,1.2,0.9907,3.14
"white",7,11.2,1.1,0.99066,3.13
"white",5,9.4,1.2,0.99307,3.2
"white",6,11.1,2.3,0.99106,3.06
"white",5,9.6,10,0.99696,3.08
"white",6,11.1,2.3,0.99106,3.06
"white",5,9.4,1.2,0.99307,3.2
"white",6,10.6,1.4,0.99167,2.95
"white",5,8.9,14.9,0.99902,3.13
"white",7,12.3,1.8,0.98992,3.15
"white",5,11.4,1.8,0.99182,3.34
"white",6,9.6,7,0.99556,3.16
"white",6,10.3,8.6,0.99582,3.33
"white",5,11.4,1.8,0.99182,3.34
"white",6,12.1,1.1,0.98972,3.23
"white",5,9.9,1.3,0.99352,3.46
"white",5,9.7,4.9,0.9946,3.15
"white",5,10.5,1.9,0.99273,3.18
"white",6,8.9,10.4,0.99628,3.04
"white",5,9.4,10,0.99582,3.18
"white",5,9.6,8.6,0.99553,3.18
"white",7,12.6,1.7,0.98914,3.4
"white",6,9.2,1.7,0.99354,3.1
"white",5,10.4,18.95,0.99976,3.2
"white",7,9,12.8,0.99808,3
"white",7,9,12.8,0.99808,3
"white",7,9,12.8,0.99808,3
"white",7,9,12.8,0.99808,3
"white",7,9,12.8,0.99808,3
"white",7,9,12.8,0.99808,3
"white",6,9.2,0.7,0.9919,3.22
"white",7,9,12.8,0.99808,3
"white",4,9.7,1.4,0.99499,3.2
"white",6,10.1,13.3,0.99655,3.34
"white",7,11,8.5,0.99615,3.46
"white",5,10.8,1.5,0.99296,3.2
"white",5,10.8,11.7,0.99482,3.22
"white",7,13.5,5,0.99079,3.48
"white",5,10.6,1.2,0.99366,3.24
"white",5,9.8,2.1,0.99434,3.23
"white",6,11.7,1.4,0.98958,3.18
"white",5,9.8,2.1,0.99434,3.23
"white",6,9,16,0.99938,3.34
"white",7,11.3,1.1,0.99059,3.18
"white",5,9.4,15.3,0.99835,3.31
"white",6,11.7,1.4,0.98958,3.18
"white",7,11.3,2.8,0.99159,3.31
"white",7,11.3,2.8,0.99159,3.31
"white",6,12,0.9,0.98931,3.2
"white",6,10.6,2.5,0.9938,3.48
"white",6,10.8,8.1,0.99558,3.13
"white",6,10.8,8.2,0.99563,3.12
"white",6,12,0.9,0.98931,3.2
"white",5,9.4,11.1,0.99691,3.18
"white",5,9.4,7.8,0.9959,3.19
"white",7,11.3,2.8,0.99159,3.31
"white",5,9.4,10.1,0.99628,3.07
"white",5,12,3.2,0.99076,3.39
"white",7,10.3,14.2,0.99678,3.28
"white",7,10.3,14.2,0.99678,3.28
"white",7,10.3,14.2,0.99678,3.28
"white",7,11.3,2.9,0.99089,3.22
"white",6,9.4,6,0.99537,3.1
"white",5,8.7,20.4,1.0002,3.14
"white",5,9.4,10.1,0.99628,3.07
"white",7,11.3,2.9,0.99089,3.22
"white",7,10.3,14.2,0.99678,3.28
"white",5,12,3.2,0.99076,3.39
"white",5,8,0.95,0.99332,3.34
"white",7,10.4,1.7,0.99316,3.44
"white",7,10.7,1.7,0.99272,3.37
"white",6,10.2,9,0.99636,3.47
"white",5,10.9,1.3,0.99202,3.56
"white",6,10.5,1.4,0.99148,3.3
"white",7,11.7,2.4,0.99064,3.26
"white",5,8.6,16,0.99884,3.13
"white",5,9,11.4,0.99773,3.2
"white",5,8.7,14.35,1.00013,2.96
"white",6,12.8,2.1,0.98974,3.1
"white",5,9,11.4,0.99773,3.2
"white",5,8.7,14.35,1.00013,2.96
"white",6,11.8,1.1,0.99112,3.28
"white",6,11.6,1.1,0.99136,3.05
"white",6,11.8,1.2,0.99132,3.14
"white",5,10.6,15.8,0.99642,3.24
"white",5,9.7,5.2,0.99488,3.17
"white",5,10.3,5.2,0.99527,3.22
"white",6,10.2,9.6,0.99578,3.15
"white",7,25,5.2,0.99352,3.33
"white",7,10.9,1.2,0.99199,3.7
"white",5,9.3,0.8,0.99198,3.24
"white",6,10.2,14.45,0.99756,3.33
"white",6,10.2,9.6,0.99578,3.15
"white",5,9.5,6.9,0.99561,3.11
"white",5,9.3,3.4,0.99347,3.18
"white",7,12.9,2.3,0.98936,3.06
"white",5,8.7,11,0.99786,3.14
"white",5,9.4,5.95,0.99705,3.4
"white",5,10.1,5.1,0.9942,3.23
"white",4,10,5.4,0.9948,3.19
"white",7,11.1,1.2,0.99116,3.27
"white",7,10.3,12.6,0.99688,3.26
"white",6,12.2,1,0.98974,3.24
"white",6,9.3,6.6,0.99542,3.11
"white",6,11.3,1.5,0.99154,3.19
"white",6,10.8,1,0.99118,3.04
"white",8,11.2,1.1,0.99044,2.98
"white",7,12.5,6.6,0.9914,3.32
"white",5,9.3,8.2,0.9979,3.39
"white",7,12.9,2,0.98892,3.4
"white",7,11.2,1.4,0.99114,3.2
"white",6,12.6,2,0.99188,3
"white",5,9.3,7.5,0.99583,3.2
"white",7,12.9,2,0.98892,3.4
"white",7,12.9,2,0.98892,3.41
"white",7,9.5,13.3,0.99704,3.2
"white",6,11.9,2.85,0.9911,3.19
"white",7,10.3,5.6,0.99334,2.93
"white",7,10.3,5.6,0.99334,2.92
"white",6,11.2,1,0.99094,3.06
"white",6,12,3.2,0.99014,3.18
"white",5,9.6,1,0.99304,3.13
"white",6,9.2,7.1,0.99652,3.2
"white",6,12.9,2.4,0.98944,3.03
"white",6,9.3,11.2,0.99772,2.99
"white",6,12.1,9.5,0.99367,3.1
"white",5,9.6,1,0.99304,3.13
"white",6,11.2,1.8,0.99183,3.37
"white",7,11.2,2.6,0.99126,3.11
"white",6,12.9,2.4,0.98944,3.03
"white",5,9.2,8,0.99577,3.21
"white",6,9.3,11.2,0.99772,2.99
"white",6,9.2,7.1,0.99652,3.2
"white",6,9.3,3.3,0.99428,3.18
"white",6,10.7,10.3,0.99388,3.2
"white",6,9.8,1.2,0.99208,3.05
"white",6,10.3,1.6,0.99256,3.3
"white",6,10.7,10.3,0.99388,3.2
"white",6,11.3,9.65,0.9925,3.28
"white",6,8.8,16.4,0.99904,3.02
"white",5,10.8,1.5,0.99216,3.18
"white",6,9.8,1.2,0.99208,3.05
"white",6,9.3,3.3,0.99428,3.18
"white",7,11.5,5,0.99165,3.26
"white",5,8.8,16.3,0.99924,3.26
"white",5,8.8,16.3,0.99924,3.26
"white",5,8.8,16.3,0.99924,3.26
"white",6,9.4,6.5,0.9956,3.19
"white",6,9.4,6.4,0.99562,3.19
"white",6,9.6,10.2,0.9972,3.16
"white",5,8.8,16.3,0.99924,3.26
"white",6,9.3,7.4,0.9958,3.22
"white",5,8.9,13.7,0.99976,3.22
"white",5,8.9,13.7,0.99976,3.22
"white",5,10,1.3,0.99296,3.74
"white",5,9.1,7.4,0.9957,3.24
"white",6,9.3,7.4,0.9958,3.22
"white",6,9.4,7.45,0.99579,3.2
"white",6,10.1,7.2,0.99541,3.14
"white",5,8.9,13.7,0.99976,3.22
"white",6,10.8,10.4,0.99518,3.2
"white",6,10,1.1,0.99168,3.24
"white",6,10.9,6.5,0.99276,3.03
"white",7,12,4.6,0.99085,3.15
"white",5,9.3,13.9,0.99873,2.99
"white",7,12.3,5.2,0.99172,3.22
"white",6,10.4,1.7,0.99312,3.45
"white",6,10.9,6.5,0.99276,3.03
"white",5,10.5,16.4,0.9972,3.22
"white",6,9.8,3.6,0.99278,3.41
"white",6,10.5,1.5,0.99092,3.06
"white",6,9.9,12.4,0.9962,3.16
"white",7,11.4,1.7,0.99053,3.27
"white",5,9.2,6.2,0.99858,3.18
"white",5,9.7,6.2,0.9984,3.09
"white",5,10,2.6,0.99335,3.09
"white",7,11.4,1.7,0.99053,3.27
"white",6,10.3,9.3,0.9949,3.13
"white",6,9.9,12.4,0.9962,3.16
"white",6,10.5,1.5,0.99092,3.06
"white",7,9.8,9.1,0.99532,3.16
"white",5,9.3,12,0.99727,3.19
"white",7,12.4,4.8,0.99026,3.08
"white",6,9.3,12.3,0.99668,3.16
"white",5,9.3,12,0.99727,3.19
"white",6,9.5,2.7,0.9952,3.26
"white",6,10.5,3.6,0.99144,3.08
"white",6,10.5,3.6,0.99144,3.08
"white",7,12.8,4.3,0.99015,3.26
"white",6,10.8,1.8,0.9914,2.99
"white",6,10,11.8,0.99693,3.1
"white",8,11.8,1.8,0.99035,3.38
"white",6,10,11.8,0.99693,3.1
"white",8,11.8,1.8,0.99035,3.38
"white",6,12,1.4,0.99006,3.19
"white",6,12.6,6.6,0.99126,3.18
"white",8,11.9,1.55,0.98994,3.37
"white",5,10.6,0.7,0.98985,3.13
"white",5,9.2,6.4,0.9971,3.42
"white",NA,10,11.8,0.99882,3.17
"white",5,9.2,4.3,0.99477,3.36
"white",6,9.3,5.1,0.99478,3.36
"white",6,10.2,5.8,0.99576,3.24
"white",6,10.2,5.9,0.99578,3.25
"white",5,8.7,1.3,0.99354,3.14
"white",5,10.7,1.4,0.99244,3.24
"white",6,12.1,1.2,0.99084,3.18
"white",6,9.5,7.4,0.99612,3.12
"white",6,11.2,10.8,0.99356,3.18
"white",6,12,1.8,0.98952,2.93
"white",6,9.5,7.4,0.99612,3.12
"white",6,12.1,1.2,0.99084,3.18
"white",5,10.7,1.4,0.99244,3.24
"white",7,8.8,14.4,0.99955,3.26
"white",6,10.8,1.7,0.99374,3.8
"white",7,13.1,3.6,0.9892,3.31
"white",7,12.5,3.6,0.99144,3.08
"white",8,11.7,10.05,0.99352,3.09
"white",8,11.7,10.05,0.99352,3.09
"white",8,11.6,10.5,0.9935,3.09
"white",6,11.3,1.9,0.99237,3.29
"white",7,12.5,3.6,0.99144,3.08
"white",5,11.4,1.65,0.99022,3.11
"white",5,12.2,1.9,0.99032,3.4
"white",6,11.7,65.8,1.03898,3.39
"white",6,10.4,6.85,0.99587,3.31
"white",6,10.4,7.4,0.99587,3.31
"white",6,10.4,7.4,0.99587,3.31
"white",5,9.1,20.2,0.99976,3.17
"white",6,12.2,11,0.99354,3.05
"white",5,9.1,20.2,0.99976,3.17
"white",5,9.4,6.2,0.99552,3.12
"white",5,9.4,6.2,0.99552,3.11
"white",6,10.4,6.85,0.99587,3.31
"white",5,9.2,8,0.99604,3.22
"white",5,9.4,8.2,0.99584,3.2
"white",7,13.5,2.2,0.98894,3.22
"white",5,9.4,10.1,0.9963,3.07
"white",8,10.9,7.2,0.993,3.13
"white",7,13.5,2.2,0.98894,3.22
"white",5,9.4,10.1,0.9963,3.07
"white",7,11.4,1.6,0.99068,3.19
"white",7,12.4,1.3,0.98964,3.19
"white",5,9.2,8,0.99604,3.22
"white",5,9.4,8.2,0.99584,3.2
"white",6,10.5,5.3,0.9923,3.3
"white",8,11.5,14,0.99437,3.26
"white",8,10.9,7.2,0.993,3.13
"white",6,10.8,1.6,0.99238,3.34
"white",5,8.9,11.8,0.99801,3.03
"white",5,8.9,9.6,0.99802,3.03
"white",6,9.4,6.1,0.99566,3.2
"white",7,12.2,2.7,0.99067,3.44
"white",7,12.1,3.6,0.99066,2.99
"white",5,10.9,1.7,0.9929,3.17
"white",6,10.1,1.6,0.9934,3.34
"white",7,12.2,2.7,0.99067,3.44
"white",7,13,1,0.98912,3.31
"white",5,11,0.9,0.99066,3.23
"white",5,10.8,1.6,0.99228,3.19
"white",7,13,1,0.98912,3.31
"white",4,9.3,10.6,0.9958,2.91
"white",6,11.4,2,0.99052,3.44
"white",5,9.2,1.2,0.99312,2.99
"white",5,9.9,6.2,0.9968,3.5
"white",5,10.5,9.2,0.99502,3.22
"white",6,12.4,5,0.99084,3.06
"white",6,9.5,6.3,0.99573,3.18
"white",6,10.5,3.3,0.99256,3.16
"white",6,9.1,8,0.9959,3.23
"white",7,11.5,1.2,0.99084,3.38
"white",7,11.5,1.2,0.99084,3.38
"white",5,11.2,16.2,0.99644,3.17
"white",5,10.8,11.6,0.99526,3.22
"white",5,9.4,7.2,0.9954,3.12
"white",6,11,1.1,0.99095,3.17
"white",7,11.3,3.4,0.99188,3.21
"white",6,11.2,1.4,0.9909,3.28
"white",6,10.5,3.3,0.99256,3.16
"white",6,9.1,8,0.9959,3.23
"white",6,10.4,9.3,0.99581,3.21
"white",7,11.2,2.3,0.99132,3.1
"white",7,11.1,0.9,0.98936,3.14
"white",6,11.2,3.5,0.99136,3.18
"white",6,10.5,1.7,0.99142,3.29
"white",6,10,1.3,0.99232,3.2
"white",6,10,1.3,0.99232,3.2
"white",5,10.9,5.6,0.993,3.1
"white",7,10.9,7.4,0.99311,3.15
"white",7,11.2,2.3,0.99132,3.1
"white",5,11.7,1,0.98993,3.5
"white",5,10,1.5,0.99208,3.16
"white",5,9.5,10,0.99776,3.02
"white",5,9,14.9,0.99839,3.03
"white",5,10,9.3,0.99574,3.04
"white",5,11.9,1,0.99093,3.08
"white",6,10.6,1,0.99156,3.57
"white",6,11,5.9,0.99278,3.15
"white",7,11.2,5,0.9924,3.25
"white",7,12,1.25,0.98984,3.51
"white",8,12.6,3.9,0.99035,3.24
"white",7,11.2,5,0.9924,3.25
"white",6,10.5,0.8,0.99165,3.24
"white",6,10.2,1,0.9923,3.11
"white",6,11,5.9,0.99278,3.15
"white",6,12.2,1.6,0.99008,3.57
"white",6,12.3,1.3,0.98964,3.18
"white",6,10.6,1,0.99156,3.57
"white",6,10.4,1.1,0.9909,3.36
"white",7,12,1.25,0.98984,3.51
"white",7,12.7,1.4,0.9889,3.15
"white",5,10.6,1.2,0.99178,3.05
"white",6,12.3,5,0.99076,3.14
"white",7,12.7,1.4,0.9889,3.15
"white",6,11.4,1.7,0.99046,3.09
"white",7,12,1.8,0.98999,3.65
"white",8,12.4,1.6,0.98946,3.23
"white",7,12.1,1.5,0.98976,3.24
"white",6,11.4,1.7,0.99046,3.09
"white",5,10.7,13.9,0.99672,3.21
"white",5,9.3,5.9,0.99482,2.97
"white",6,12.7,2.1,0.98945,3.37
"white",6,11.7,1.1,0.98883,3.18
"white",5,10.7,6.7,0.99362,2.93
"white",7,11.8,2.7,0.99075,2.99
"white",5,9.9,6.7,0.99436,3.2
"white",7,13.4,3.95,0.98988,3.23
"white",7,12.8,7.75,0.99158,3.12
"white",6,12.8,10.6,0.99265,3.15
"white",5,10.5,1.6,0.99195,3.13
"white",5,11.5,2.5,0.99168,3.31
"white",4,10.5,0.7,0.9918,3.04
"white",6,13,11.1,0.99313,2.95
"white",8,12.4,5.15,0.9895,3.19
"white",6,10.2,4.7,0.9932,3.16
"white",5,9,9.7,0.99848,3.23
"white",7,12,1.7,0.9909,3.33
"white",7,11.7,1.4,0.99014,3.15
"white",5,10,2,0.9952,3.58
"white",5,10.3,7.5,0.99652,3.37
"white",5,9,9.7,0.99848,3.23
"white",5,11.1,0.8,0.99104,2.99
"white",5,9,13.1,0.99772,3.31
"white",6,10.5,1.1,0.9922,3.4
"white",7,11.9,2.2,0.99076,3.27
"white",5,9.4,8.9,0.99622,3.27
"white",6,11.4,1.1,0.9902,3.31
"white",7,10.8,0.9,0.99114,3.31
"white",5,9.8,1.7,0.9938,3.1
"white",5,9.3,6.9,0.99594,3.2
"white",6,11.4,1.1,0.9902,3.31
"white",6,11.3,1,0.99035,3.24
"white",6,11.3,1,0.99032,3.23
"white",5,9.5,7.6,0.99558,3.22
"white",5,9.4,8.9,0.99622,3.27
"white",7,11.9,2.2,0.99076,3.27
"white",5,9.3,1.2,0.99413,3.03
"white",6,11.4,1,0.99043,3.03
"white",6,11.4,1,0.99043,3.03
"white",6,12.7,3.1,0.98982,3.22
"white",7,13.5,1.95,0.98934,3.2
"white",6,11.2,2.2,0.9902,3.06
"white",5,10.7,8.75,0.99449,3.19
"white",4,10.8,11.9,0.99629,3.01
"white",6,10.5,2.7,0.9948,3.46
"white",8,13,5.45,0.98984,3.13
"white",6,10.8,6.3,0.99326,3.08
"white",6,9.1,14.4,0.99834,3.05
"white",5,10.1,7.8,0.99555,3.1
"white",8,11.9,1.6,0.98975,3.3
"white",7,12,9.1,0.99216,2.98
"white",7,12,9.1,0.99216,2.98
"white",6,9.1,14.4,0.99834,3.05
"white",8,11.6,1.3,0.9901,3.22
"white",8,11.9,1.6,0.98975,3.3
"white",6,10.2,11.3,0.99573,3.14
"white",6,10.8,6.3,0.99326,3.08
"white",5,9.8,0.7,0.99215,3.3
"white",4,11.4,1.25,0.98993,2.95
"white",5,9.8,0.7,0.99218,3.3
"white",5,10.1,7.8,0.99555,3.1
"white",8,9.8,10.3,0.99564,3.19
"white",8,9.8,10.3,0.99564,3.19
"white",6,10.7,7.8,0.99397,3.21
"white",5,10.6,8.7,0.99576,3.11
"white",5,9.3,8.3,0.99601,3.17
"white",8,9.8,10.3,0.99564,3.19
"white",6,10.7,7.8,0.99397,3.21
"white",8,14,1.2,0.98713,3.33
"white",6,11,8.3,0.99308,3.36
"white",6,11,8.3,0.99308,3.36
"white",6,9.4,6.2,0.99582,3.21
"white",6,9,5,0.99494,3.1
"white",5,9,1.8,0.9929,3.08
"white",5,10,1.6,0.99471,3.37
"white",5,9,1.8,0.9929,3.08
"white",5,9,1.8,0.9929,3.08
"white",7,12.4,2.9,0.99037,3.29
"white",5,11.3,6,0.99304,3.14
"white",6,12,0.9,0.99026,2.8
"white",6,11.7,1.1,0.98986,3.01
"white",5,10,1.6,0.99471,3.37
"white",7,13.2,5.45,0.98951,2.84
"white",7,11,14.05,0.99634,3.07
"white",6,11,8,0.99368,3.22
"white",5,9.2,13.1,0.99792,3.02
"white",7,13,4.9,0.99026,3.08
"white",5,10.6,1.3,0.99362,3.77
"white",8,13,2.2,0.98919,3.55
"white",6,9,14.9,0.99835,3.04
"white",6,9,14.9,0.99835,3.04
"white",5,11.5,0.95,0.99038,2.93
"white",6,11,1.4,0.99104,3.11
"white",5,11.5,0.95,0.99038,2.93
"white",5,9.9,1.7,0.99286,3.11
"white",6,10.4,5.6,0.99296,3.12
"white",6,9,14.9,0.99835,3.04
"white",6,9.9,7.1,0.9954,3.06
"white",6,11,1.2,0.9914,3.07
"white",6,12.1,9.6,0.99286,3.18
"white",6,9.7,11.4,0.99604,2.96
"white",6,9.7,11.4,0.99604,2.96
"white",7,12.2,7.9,0.99119,2.99
"white",7,12.4,5,0.99007,3.15
"white",7,10.5,11.1,0.99507,3.03
"white",6,10.4,8,0.99596,3.28
"white",6,12,3.8,0.99011,3.15
"white",6,12.7,10.55,0.99184,3.07
"white",7,10.9,10.2,0.99469,3.11
"white",7,10.9,10.2,0.99469,3.11
"white",7,10.9,9.8,0.99406,3.11
"white",7,11.4,6.3,0.99305,3.15
"white",6,11,1.1,0.99096,3.22
"white",7,12.6,4.5,0.98956,3.45
"white",7,11.6,6.3,0.9921,3.29
"white",7,10.5,10.9,0.99496,3.11
"white",7,10.9,9.8,0.99406,3.11
"white",7,10.9,9.8,0.99406,3.11
"white",6,12.5,0.8,0.9888,3.03
"white",8,12.1,0.8,0.98942,3.11
"white",6,11.3,1.2,0.99082,3.02
"white",7,13.3,1.3,0.98802,3.07
"white",7,10.9,9.8,0.99406,3.11
"white",7,10.9,10.2,0.99469,3.11
"white",7,10.5,10.9,0.99496,3.11
"white",7,11.6,6.3,0.9921,3.29
"white",7,11.4,6.3,0.99305,3.15
"white",6,11,1.2,0.99074,3.16
"white",6,12.1,0.9,0.98968,3.08
"white",6,11,1.1,0.99096,3.22
"white",7,12.6,4.5,0.98956,3.45
"white",7,13,3.7,0.9887,3.36
"white",6,8.8,18.1,0.99941,2.94
"white",5,9.5,1.35,0.99388,3.16
"white",6,11.8,5.5,0.99206,3.2
"white",6,12.2,3.1,0.99035,3.14
"white",6,10.7,12.85,0.99581,3.05
"white",6,11,19.8,0.9976,3.07
"white",6,11.4,8.25,0.99362,2.99
"white",6,10.7,12.85,0.99581,3.05
"white",6,12,3.8,0.99016,3.09
"white",8,11.9,6.9,0.99176,3.02
"white",6,11.4,8.25,0.99362,2.99
"white",6,11.8,11.7,0.99439,3.02
"white",4,10.6,4.6,0.99458,3.34
"white",5,9.7,4,0.99418,3.06
"white",6,11,19.8,0.9976,3.07
"white",6,10.7,12.85,0.99581,3.05
"white",7,11,1.2,0.99178,3.76
"white",6,10.5,8.9,0.99456,2.99
"white",5,10.4,11.7,0.99578,3.1
"white",6,10.5,6.2,0.99546,3.2
"white",8,12,14.8,0.99518,3.12
"white",8,12,14.8,0.99518,3.12
"white",6,9.2,10.8,0.99646,3.22
"white",5,10.9,1.6,0.99264,3.37
"white",6,9.5,8.3,0.99578,3.15
"white",6,9.4,8.4,0.99604,3.15
"white",7,11.3,2.5,0.99014,3.13
"white",5,10.4,3.5,0.99489,3.42
"white",6,9.4,17.2,0.99884,3.26
"white",6,11.3,2.1,0.99054,3.02
"white",6,8.8,12.2,0.99782,3.14
"white",5,10.8,11.8,0.99519,3.2
"white",6,9.4,16.8,0.99882,3.25
"white",6,9.4,17.2,0.99884,3.26
